"NQUEST"	"numcompfam"	"NCOMP"	"nord"	"SEX"	"PARENT"	"NASC"	"ANASC"	"CIT"	"ANINGR"	"MOTIV"	"STACIV"	"STUDIO"	"TIPOLAU"	"VOTOEDU"	"SUEDU"	"SELODE"	"ANNOEDU"	"TIPODIP"	"UNIVER"	"PRESNORD"	"NORDP"	"MOTENT"	"ANNOENUS"	"B01"	"APQUAL2"	"ASNONOC2"	"NACE2"	"NESPLAV"	"EXLAV"	"ETALAV"	"DISLAV"	"DISANN1"	"DISANN2"	"CONTRIB"	"ACONTRIB"	"FCONTRIB"	"OCCNOW"	"PROBLAV1"	"CERC2"	"PROBLAV2"	"SALMIN"	"SMARTW"	"SMARTWA"	"SMARTWB"	"ETAPEN"	"COPPU"	"PREVCOM"	"COPPIP"	"B16"	"B17A"	"B17B"	"B18"	"B19A"	"B19B"	"B19C"	"ATTIVP"	"ISCO"	"NACE"	"ETALAV2"	"MISCOVID1"	"MISCOVID2"	"MISCOVIDV1"	"ETA"	"NASCREG"	"NASCAREA"	"IREG"	"PARENTP"	"smartwa1"	"CLETA5"	"QUAL"	"Q"	"SETT"	"CFRED"	"PERC"	"PERL"	"NPERL"	"NPERC"	"AREA3"	"AREA5"	"ACOM4C"	"ACOM5"	"PESOFIT"	"PESOFIT2"	"y.hh"	"y.fam"	"y.nhh"	"GODABIT"	"QUOPRO"	"VALABIT"	"y.rhh"	"NW"	"NE"	"N"	"SO"	"IS"	"S"
32839	2	2	1	1	1	1	1945	1	NA	NA	1	5	NA	50	60	NA	1969	2	2	1	1	NA	NA	2	15	1	8	2	1	18	2	NA	NA	1	40	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	75	5	1	5	NA	NA	5	6	3	5	1	1	0	0	1	1	2	0	2	0.5259868691	2130.1324876	20800	20800	0	1	0	270000	100	FALSE	TRUE	1	FALSE	FALSE	0
32861	2	2	1	1	1	1	1946	1	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	2	15	1	8	2	1	14	2	NA	NA	1	37	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	74	11	2	11	NA	NA	5	6	3	5	1	1	0	0	2	2	3	1	3	0.7108424703	2878.7574905	20150	34450	14300	1	0	180000	58.4905660377358	FALSE	FALSE	0	FALSE	FALSE	0
33036	4	4	1	1	1	1	1936	1	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	1	6	1	NA	14	2	NA	NA	1	40	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	84	15	3	15	NA	NA	5	6	3	5	0	1	0	1	3	3	4	2	4	0.6738870238	2729.095965	10660	36940	26280	2	0	100000	28.857606930157	FALSE	FALSE	0	TRUE	FALSE	1
33038	6	6	1	1	1	1	1957	1	NA	NA	1	5	NA	48	60	NA	1975	1	2	1	1	NA	NA	1	1	NA	NA	2	1	17	1	5	NA	1	25	0	1	100	2	NA	NA	2	NA	NA	67	65	2	NA	1	2	2	2	2	2	2	NA	5312	16	45	2	2	NA	63	15	3	15	NA	NA	4	1	1	3	1	1	1	2	2	3	4	2	4	0.900628391	3647.3492163	14400	14400	0	1	0	120000	100	FALSE	FALSE	0	TRUE	FALSE	1
33275	2	2	1	1	1	1	1936	1	NA	NA	1	8	2	95	100	0	1968	3	NA	1	1	NA	NA	2	15	3	16	1	NA	23	1	3	NA	1	35	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	84	16	3	13	NA	NA	5	6	3	5	1	1	0	0	2	3	4	2	4	0.1795175699	727.00713661	20800	41600	20800	1	0	300000	50	FALSE	FALSE	0	TRUE	FALSE	1
33303	2	2	1	1	1	1	1947	1	NA	NA	1	5	NA	10	10	NA	1966	2	2	1	1	NA	NA	2	15	3	16	2	1	21	2	NA	NA	1	35	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	73	8	1	8	NA	NA	5	6	3	5	1	1	0	0	2	1	2	2	4	0.246588647	998.63042	19890	32630	12740	1	0	150000	60.9561752988048	FALSE	TRUE	1	FALSE	FALSE	0
33335	2	2	1	1	1	1	1960	1	NA	NA	1	5	NA	54	60	NA	1979	2	2	1	1	NA	NA	1	1	NA	NA	4	1	20	2	NA	NA	1	40	0	1	99	2	NA	NA	2	NA	NA	62	85	2	NA	1	2	2	2	2	2	2	NA	9313	15	27	2	2	NA	60	10	2	10	NA	NA	4	1	1	3	1	1	1	2	2	2	3	0	1	3.2280319749	13072.827829	19000	30700	11700	1	0	150000	61.8892508143323	FALSE	FALSE	0	FALSE	FALSE	0
33451	3	3	1	2	1	1	1955	1	NA	NA	3	5	NA	45	60	NA	1973	3	2	1	1	NA	NA	2	15	2	11	1	NA	19	2	NA	NA	1	41	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	65	19	3	19	NA	NA	5	6	3	5	1	1	0	0	1	3	5	3	5	2.619423369	10608.095267	23400	23400	0	2	0	400000	100	FALSE	FALSE	0	FALSE	TRUE	1
33479	2	2	1	2	1	1	1934	1	NA	NA	2	5	NA	8	10	NA	1953	5	2	1	1	NA	NA	2	15	3	16	1	NA	22	2	NA	NA	1	40	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	86	19	3	19	NA	NA	5	6	3	5	1	1	0	0	2	3	5	3	5	0.480555204	1946.144119	22100	35100	13000	1	0	400000	62.962962962963	FALSE	FALSE	0	FALSE	TRUE	1
33839	1	1	1	2	1	1	1946	1	NA	NA	3	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	16	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	74	16	3	16	NA	NA	5	6	3	5	1	1	0	0	1	3	4	2	4	1.1424509425	4626.6779855	7800	7800	0	1	0	170000	100	FALSE	FALSE	0	TRUE	FALSE	1
33882	2	2	1	1	1	1	1951	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	1	2	3	1	23	2	NA	NA	1	35	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	69	8	1	8	NA	NA	5	6	3	5	1	1	0	0	1	1	2	0	1	3.0333998875	12284.610182	15000	15000	0	1	0	200000	100	FALSE	TRUE	1	FALSE	FALSE	0
33937	2	2	1	1	1	1	1939	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	8	6	5	3	15	2	NA	NA	1	20	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	81	19	3	12	NA	NA	5	6	3	5	0	1	0	0	2	2	3	2	4	0.3476910707	1408.0732595	1200	6400	5200	4	0	250000	18.75	FALSE	FALSE	0	FALSE	FALSE	0
34252	2	2	1	2	1	2	1949	1	1979	3	4	3	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	2	16	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	71	NA	NA	13	NA	NA	5	6	3	5	0	1	0	0	2	3	4	1	3	1.1212122327	4540.6658274	10400	23400	13000	1	0	100000	44.4444444444444	FALSE	FALSE	0	TRUE	FALSE	1
34778	2	2	1	1	1	1	1963	1	NA	NA	2	5	NA	42	60	NA	1982	2	2	1	2	NA	NA	1	2	NA	NA	1	NA	27	2	NA	NA	1	30	1	1	80	2	NA	NA	1	4	8	66	80	2	NA	1	2	2	2	2	2	2	NA	4311	13	NA	2	2	NA	57	16	3	16	NA	NA	4	2	1	4	1	1	1	1	2	3	4	2	3	0.2894259314	1172.1121102	15000	22150	7150	1	0	70000	67.7200902934537	FALSE	FALSE	0	TRUE	FALSE	1
34825	2	2	1	1	1	1	1953	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	2	19	2	1	19	2	NA	NA	1	43	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	67	8	1	8	NA	NA	5	6	3	5	1	1	0	0	2	1	2	1	3	0.3373949833	1366.3763438	26000	45500	19500	1	0	250000	57.1428571428571	FALSE	TRUE	1	FALSE	FALSE	0
35234	2	2	1	1	1	1	1939	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	2	22	10	3	14	2	NA	NA	1	36	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	81	9	2	9	NA	NA	5	6	3	5	1	1	0	0	2	2	3	1	3	0.4214125899	1706.6293877	19500	20940	1440	1	0	120000	93.1232091690544	FALSE	FALSE	0	FALSE	FALSE	0
35322	2	2	1	2	1	1	1937	1	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	2	16	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	83	13	3	13	NA	NA	5	6	3	5	0	1	0	0	2	3	4	0	2	3.8423636416	15560.737543	2760	19160	16400	1	0	100000	14.4050104384134	FALSE	FALSE	0	TRUE	FALSE	1
35323	2	2	1	2	1	1	1937	1	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	16	NA	NA	1	NA	30	2	NA	NA	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	83	13	3	13	NA	NA	5	6	3	5	0	1	0	0	2	3	4	0	2	1.8116272455	7336.6965552	2990	14170	11180	4	0	70000	21.1009174311927	FALSE	FALSE	0	TRUE	FALSE	1
35340	2	2	1	2	1	1	1938	1	NA	NA	4	1	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	16	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	82	18	3	18	NA	NA	5	6	3	5	1	1	0	0	1	3	4	0	2	2.1329224128	8637.8721438	7150	7150	0	2	0	50000	100	FALSE	FALSE	0	TRUE	FALSE	1
35372	3	3	1	1	1	1	1949	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	2	16	NA	NA	1	NA	22	1	1	NA	1	10	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	71	18	3	18	NA	NA	5	6	3	5	0	1	0	0	3	3	4	0	2	3.5595204132	14415.283949	4875	37015	32140	1	0	100000	13.1703363501283	FALSE	FALSE	0	TRUE	FALSE	1
35379	2	2	1	1	1	1	1949	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	2	19	1	NA	18	2	NA	NA	1	37	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	71	18	3	18	NA	NA	5	6	3	5	1	1	0	0	1	3	4	2	4	0.529405222	2143.9760735	18200	18200	0	1	0	120000	100	FALSE	FALSE	0	TRUE	FALSE	1
35640	2	2	1	1	1	1	1946	1	NA	NA	1	5	NA	84	100	NA	1965	2	2	1	1	NA	NA	2	15	2	3	1	NA	19	2	NA	NA	1	36	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	74	9	2	9	NA	NA	5	6	3	5	1	1	0	0	2	2	3	2	4	0.3075168073	1245.3762253	17940	33540	15600	1	0	500000	53.4883720930233	FALSE	FALSE	0	FALSE	FALSE	0
35682	2	2	1	2	1	1	1955	1	NA	NA	1	5	NA	10	10	NA	1975	2	2	1	2	NA	NA	2	15	2	11	1	NA	20	2	NA	NA	1	40	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	65	5	1	5	NA	NA	5	6	3	5	0	1	0	0	2	1	2	2	4	0.4081293427	1652.835124	14300	35100	20800	1	0	120000	40.7407407407407	FALSE	TRUE	1	FALSE	FALSE	0
35788	2	2	1	1	1	1	1951	1	NA	NA	1	5	NA	36	60	NA	1969	3	1	1	1	NA	NA	2	15	2	15	1	NA	24	2	NA	NA	1	38	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	69	5	1	5	NA	NA	5	6	3	5	1	1	0	0	2	1	2	2	4	0.4616089363	1869.4158531	17680	24848	7168	1	0	200000	71.152607855763	FALSE	TRUE	1	FALSE	FALSE	0
36130	2	2	1	1	1	1	1963	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	1	3	1	NA	14	2	NA	NA	1	41	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	57	5	1	5	NA	NA	4	6	3	5	1	1	0	1	2	1	2	0	2	2.7009091741	10938.095065	22750	38750	16000	1	0	120000	58.7096774193548	FALSE	TRUE	1	FALSE	FALSE	0
36186	4	4	1	2	1	1	1963	1	NA	NA	4	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	1	NA	NA	3	3	18	1	2	NA	1	30	0	1	100	2	NA	NA	2	NA	NA	60	70	2	NA	1	2	2	1	1	2	2	NA	6114	1	39	1	2	1300	57	17	3	17	NA	NA	4	1	1	1	1	1	1	2	2	3	4	0	1	4.642146103	18799.682665	12500	22600	10100	1	0	40000	55.3097345132743	FALSE	FALSE	0	TRUE	FALSE	1
36250	1	1	1	2	1	1	1961	1	NA	NA	3	5	NA	50	60	NA	1980	2	2	1	1	NA	NA	1	2	NA	NA	1	NA	24	2	NA	NA	1	35	0	1	90	2	NA	NA	2	NA	NA	65	80	1	90	1	2	2	2	2	2	2	NA	5321	17	NA	2	2	NA	59	16	3	16	NA	NA	4	2	1	3	1	1	1	1	1	3	4	2	4	0.8087052342	3275.0804123	16500	16500	0	1	0	90000	100	FALSE	FALSE	0	TRUE	FALSE	1
36321	3	3	1	1	1	1	1950	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	1	8	1	NA	19	2	NA	NA	1	39	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	70	16	3	16	NA	NA	5	6	3	5	1	1	0	0	2	3	4	2	4	1.1389066299	4612.3242896	24050	33150	9100	1	0	85800	72.5490196078431	FALSE	FALSE	0	TRUE	FALSE	1
36333	1	1	1	2	1	1	1958	1	NA	NA	4	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	16	NA	NA	1	NA	15	1	15	NA	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	62	12	2	12	NA	NA	4	6	3	5	1	1	0	0	1	2	3	2	4	1.229504422	4979.2256548	7150	7150	0	1	0	130000	100	FALSE	FALSE	0	FALSE	FALSE	0
36403	2	2	1	2	1	1	1976	1	NA	NA	3	3	NA	NA	NA	NA	NA	NA	NA	1	NA	2	2018	2	21	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	0	10	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	1	2	NA	0	NA	NA	NA	NA	NA	44	1	1	1	NA	NA	2	7	3	5	1	1	0	0	2	1	1	2	3	1.5490345581	6273.2532504	19500	31500	12000	2	0	60000	61.9047619047619	TRUE	FALSE	1	FALSE	FALSE	0
36409	1	1	1	1	1	1	1954	1	NA	NA	4	5	NA	10	10	NA	1974	1	2	1	1	NA	NA	2	15	2	15	2	1	17	2	NA	NA	1	42	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	66	1	1	1	NA	NA	5	6	3	5	1	1	0	0	1	1	1	2	3	0.7606342246	3080.4032725	32200	32200	0	1	0	135000	100	TRUE	FALSE	1	FALSE	FALSE	0
36443	2	2	1	1	1	1	1953	1	NA	NA	1	4	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	2	7	3	1	17	2	NA	NA	1	41	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	67	8	1	8	NA	NA	5	6	3	5	0	1	0	1	2	1	2	0	2	1.5505561534	6279.4153807	15990	32990	17000	1	0	200000	48.4692331009397	FALSE	TRUE	1	FALSE	FALSE	0
36697	1	1	1	2	1	1	1953	1	NA	NA	3	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	2	14	1	NA	22	2	NA	NA	1	42	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	67	3	1	8	NA	NA	5	6	3	5	1	1	0	0	1	1	2	0	1	6.5460452914	26510.060532	19500	19500	0	2	0	90000	100	FALSE	TRUE	1	FALSE	FALSE	0
36893	2	2	1	1	1	1	1951	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	2	8	1	NA	22	2	NA	NA	1	40	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	69	19	3	19	NA	NA	5	6	3	5	1	1	0	0	1	3	5	1	3	0.231366496	936.98401726	21840	21840	0	1	0	170000	100	FALSE	FALSE	0	FALSE	TRUE	1
37299	2	2	1	1	1	1	1957	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	1	NA	NA	1	NA	27	2	NA	NA	1	30	0	1	80	2	NA	NA	2	NA	NA	67	80	2	NA	1	2	2	2	2	2	2	NA	5414	12	NA	2	2	NA	63	15	3	15	NA	NA	4	1	1	4	1	1	1	1	1	3	4	2	4	0.815616535	3303.0696781	15000	15000	0	5	0	300000	100	FALSE	FALSE	0	TRUE	FALSE	1
37521	1	1	1	2	1	1	1950	1	NA	NA	3	7	9	105	110	0	1974	5	NA	1	1	NA	NA	2	15	3	16	1	NA	19	2	NA	NA	1	38	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	70	5	1	5	NA	NA	5	6	3	5	1	1	0	0	1	1	2	2	5	0.374886357	1518.2082577	22620	22620	0	1	0	180000	100	FALSE	TRUE	1	FALSE	FALSE	0
37810	1	1	1	2	1	1	1950	1	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	1	3	1	NA	20	2	NA	NA	1	20	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	70	12	2	12	NA	NA	5	6	3	5	1	1	0	0	1	2	3	0	1	4.7253110745	19136.482722	7182	7182	0	1	0	30000	100	FALSE	FALSE	0	FALSE	FALSE	0
38014	2	2	1	1	1	1	1952	1	NA	NA	1	5	NA	42	60	NA	1978	2	2	1	2	NA	NA	2	15	1	3	1	NA	17	2	NA	NA	1	40	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	68	5	1	6	NA	NA	5	6	3	5	1	1	0	0	1	1	2	0	2	1.17785601	4770.0608127	23400	23400	0	1	0	70000	100	FALSE	TRUE	1	FALSE	FALSE	0
38095	2	2	1	1	1	1	1965	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	1	NA	NA	3	1	16	2	NA	NA	1	39	0	1	100	2	NA	NA	2	NA	NA	60	75	2	NA	1	2	2	2	2	2	2	NA	9412	3	17	2	2	NA	55	1	1	1	NA	NA	4	1	1	2	1	1	1	1	1	1	1	1	3	1.0375156105	4201.7127004	21000	21000	0	1	0	70000	100	TRUE	FALSE	1	FALSE	FALSE	0
38106	1	1	1	1	1	1	1940	1	NA	NA	4	5	NA	4	5	NA	1961	2	2	1	1	NA	NA	2	15	2	15	3	1	23	2	NA	NA	1	35	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	80	6	1	6	NA	NA	5	6	3	5	1	1	0	0	1	1	2	1	3	1.5684080394	6351.7116386	25740	25740	0	1	0	160000	100	FALSE	TRUE	1	FALSE	FALSE	0
38316	4	4	1	1	1	1	1957	1	NA	NA	1	8	3	104	110	0	1982	3	NA	1	1	NA	NA	1	5	NA	NA	1	NA	25	2	NA	NA	1	35	5	1	100	2	NA	NA	2	NA	NA	70	95	2	NA	1	2	2	2	2	2	2	NA	2211	17	NA	2	2	NA	63	5	1	5	NA	NA	4	3	1	3	1	1	1	4	4	1	2	2	3	0.3187681402	1290.9416779	42000	54500	12500	1	0	220000	77.0642201834862	FALSE	TRUE	1	FALSE	FALSE	0
38877	2	2	1	1	1	1	1947	1	NA	NA	1	5	NA	50	60	NA	1967	2	2	1	1	NA	NA	2	15	2	19	1	NA	24	2	NA	NA	1	40	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	73	13	3	13	NA	NA	5	6	3	5	1	1	0	0	1	3	4	2	4	0.3690295354	1494.4894033	22750	22750	0	2	0	130000	100	FALSE	FALSE	0	TRUE	FALSE	1
38885	2	2	1	1	1	1	1944	1	NA	NA	1	4	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	1	3	1	NA	17	2	NA	NA	1	53	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	76	13	3	13	NA	NA	5	6	3	5	1	1	0	1	2	3	4	2	3	0.4287734962	1736.439458	17550	26520	8970	1	0	120000	66.1764705882353	FALSE	FALSE	0	TRUE	FALSE	1
38939	4	4	1	2	1	1	1969	1	NA	NA	1	7	6	100	110	0	2012	2	NA	1	2	NA	NA	1	6	NA	NA	2	3	20	1	1	NA	1	10	0	1	100	1	20	10	1	0	15	70	40	NA	NA	2	1	2	2	2	2	2	NA	2411	19	24	1	1	1200	51	20	3	20	NA	NA	3	4	2	4	1	1	1	1	2	3	5	2	4	0.1105756866	447.80749503	0	13000	13000	1	0	250000	0	FALSE	FALSE	0	FALSE	TRUE	1
38940	2	2	1	1	1	1	1944	1	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	15	1	2	1	NA	14	2	NA	NA	1	35	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	76	20	3	20	NA	NA	5	6	3	5	0	1	0	0	2	3	5	0	1	1.7215351109	6971.8429932	12600	30600	18000	1	0	150000	41.1764705882353	FALSE	FALSE	0	FALSE	TRUE	1
39056	2	2	1	1	1	1	1956	1	NA	NA	1	5	NA	58	60	NA	1975	2	2	1	1	NA	NA	2	15	4	15	1	NA	20	2	NA	NA	1	40	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	64	3	1	3	NA	NA	4	6	3	5	1	1	0	1	2	1	1	2	3	0.4488385281	1817.6984757	20800	38800	18000	1	0	150000	53.6082474226804	TRUE	FALSE	1	FALSE	FALSE	0
39086	2	2	1	1	1	2	1937	1	1965	4	1	4	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	7	NA	NA	1	NA	19	2	NA	NA	1	60	0	1	0	2	NA	NA	1	20	4	90	50	NA	NA	2	1	2	1	2	2	2	NA	3113	13	NA	2	2	NA	83	NA	NA	5	NA	NA	5	4	2	4	0	1	1	1	2	1	2	2	5	0.1483134643	600.63729188	10400	33800	23400	1	0	150000	30.7692307692308	FALSE	TRUE	1	FALSE	FALSE	0
39095	1	1	1	2	1	1	1958	1	NA	NA	4	5	NA	56	60	NA	1979	2	1	1	1	NA	NA	2	21	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	62	5	1	5	NA	NA	4	7	3	5	1	1	0	0	1	1	2	2	5	0.6623908716	2682.5390475	15600	15600	0	5	0	200000	100	FALSE	TRUE	1	FALSE	FALSE	0
39218	1	1	1	2	1	1	1940	1	NA	NA	2	5	NA	68	100	NA	1958	2	2	1	1	NA	NA	2	15	2	5	1	NA	19	2	NA	NA	1	43	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	1	2	2	2	NA	0	NA	NA	NA	NA	NA	80	5	1	5	NA	NA	5	6	3	5	1	1	0	0	1	1	2	0	2	2.5457435248	10309.707913	20800	20800	0	1	0	200000	100	FALSE	TRUE	1	FALSE	FALSE	0
39227	2	2	1	1	1	1	1965	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	7	NA	NA	1	NA	18	2	NA	NA	1	35	1	1	1	2	NA	NA	2	NA	NA	65	40	NA	NA	2	1	2	2	2	2	2	NA	6121	1	NA	2	2	NA	55	5	1	5	NA	NA	4	4	2	1	0	1	1	1	2	1	2	0	2	2.7999342376	11339.125047	0	9750	9750	1	0	250000	0	FALSE	TRUE	1	FALSE	FALSE	0
39317	4	4	1	2	1	1	1964	1	NA	NA	1	5	NA	44	60	NA	1983	3	1	1	NA	2	NA	1	2	NA	NA	1	NA	36	2	NA	NA	1	20	0	1	100	2	NA	NA	1	0	9	67	50	1	50	1	2	2	2	2	2	2	NA	1212	16	NA	2	2	NA	56	1	1	1	NA	NA	4	2	1	3	0	1	1	4	4	1	1	1	3	1.0450738283	4232.3218397	12000	40400	28400	1	0	150000	29.7029702970297	TRUE	FALSE	1	FALSE	FALSE	0
39318	3	3	1	1	1	1	1962	1	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	8	NA	NA	4	3	14	2	NA	NA	1	43	1	1	100	2	NA	NA	2	NA	NA	60	50	NA	NA	2	1	2	2	2	2	2	NA	1311	1	53	1	2	2600	58	1	1	1	NA	NA	4	5	2	1	1	1	1	3	3	1	1	1	3	0.6275935808	2541.6175838	0	16000	16000	1	0	400000	0	TRUE	FALSE	1	FALSE	FALSE	0
